# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2156282	2157253	-	CCC79573.1			lipoprotein precursor			lp_2393	972	323	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2157268	2159157	-							lp_2394	1890		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2157268	2159157	-	CCC79574.1			ABC transporter, ATP-binding and permease protein			lp_2394	1890	629	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2159157	2160887	-							lp_2395	1731		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2159157	2160887	-	CCC79575.1			ABC transporter, ATP-binding and permease protein			lp_2395	1731	576	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2161115	2161507	-							lp_2396	393		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2161115	2161507	-	CCC79576.1			extracellular protein, DUF 1093 family,membrane-bound			lp_2396	393	130	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2161730	2162581	+							lp_2397	852		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2161730	2162581	+	CCC79577.1			prophage P2a protein 59; extracellular polysaccharide deacetylase, lipid-anchored			lp_2397	852	283	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2163938	2164315	-							lp_2399	378		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2163938	2164315	-	CCC79578.1			prophage P2a protein 58, holin			lp_2399	378	125	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2164302	2164598	-							lp_2400	297		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2164302	2164598	-	CCC79579.1			prophage P2a protein 57			lp_2400	297	98	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2164599	2165753	-							lp_2401	1155		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2164599	2165753	-	CCC79580.1			prophage P2a protein 56, lysin			lp_2401	1155	384	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2165765	2165884	-							lp_2402	120		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2165765	2165884	-	CCC79581.1			prophage P2a protein 55			lp_2402	120	39	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2165896	2166135	-							lp_2403	240		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2165896	2166135	-	CCC79582.1			prophage P2a protein 54			lp_2403	240	79	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2166132	2167274	-							lp_2404	1143		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2166132	2167274	-	CCC79583.1			prophage P2a protein 53			lp_2404	1143	380	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2167329	2169524	-							lp_2405	2196		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2167329	2169524	-	CCC79584.1			prophage P2a protein 52			lp_2405	2196	731	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2169514	2169771	-							lp_2406	258		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2169514	2169771	-	CCC79585.1			prophage P2a protein 51			lp_2406	258	85	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2169768	2170949	-							lp_2407	1182		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2169768	2170949	-	CCC79586.1			prophage P2a protein 50			lp_2407	1182	393	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2170946	2171842	-							lp_2408	897		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2170946	2171842	-	CCC79587.1			prophage P2a protein 49			lp_2408	897	298	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2171852	2175925	-							lp_2409	4074		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2171852	2175925	-	CCC79588.1			prophage P2a protein 48; tape measure protein			lp_2409	4074	1357	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2175925	2176209	-							lp_2410	285		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2175925	2176209	-	CCC79589.1			prophage P2a protein 47			lp_2410	285	94	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2176254	2176742	-							lp_2411	489		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2176254	2176742	-	CCC79590.1			prophage P2a protein 46			lp_2411	489	162	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2176776	2177342	-							lp_2412	567		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2176776	2177342	-	CCC79591.1			prophage P2a protein 45			lp_2412	567	188	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2177354	2177740	-							lp_2413	387		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2177354	2177740	-	CCC79592.1			prophage P2a protein 44			lp_2413	387	128	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2177742	2178296	-							lp_2414	555		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2177742	2178296	-	CCC79593.1			prophage P2a protein 43; head-tail joining protein			lp_2414	555	184	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2178286	2178609	-							lp_2415	324		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2178286	2178609	-	CCC79594.1			prophage P2a protein 42			lp_2415	324	107	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2178614	2178979	-							lp_2416	366		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2178614	2178979	-	CCC79595.1			prophage P2a protein 41			lp_2416	366	121	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2178994	2180052	-							lp_2417	1059		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2178994	2180052	-	CCC79596.1			prophage P2a protein 40; major capsid protein			lp_2417	1059	352	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2180069	2180716	-							lp_2418	648		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2180069	2180716	-	CCC79597.1			prophage P2a protein 39; scaffold protein			lp_2418	648	215	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2180823	2181767	-							lp_2419	945		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2180823	2181767	-	CCC79598.1			prophage P2a protein 38; minor head protein			lp_2419	945	314	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2181770	2183422	-							lp_2420	1653		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2181770	2183422	-	CCC79599.1			prophage P2a protein 37; portal protein			lp_2420	1653	550	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2183412	2184113	-							lp_2421	702		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2183412	2184113	-	CCC79600.1			prophage P2a protein 36; terminase large subunit TerL			lp_2421	702	233	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2184052	2184711	-							lp_2422	660		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2184052	2184711	-	CCC79601.1			prophage P2a protein 35; terminase large subunit TerL			lp_2422	660	219	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2184916	2185425	-							lp_2423	510		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2184916	2185425	-	CCC79602.1			prophage P2a protein 34; terminase small subunit TerS			lp_2423	510	169	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2185623	2185886	-							lp_2424	264		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2185623	2185886	-	CCC79603.1			prophage P2a protein 33			lp_2424	264	87	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2185855	2186034	-							lp_2425	180		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2185855	2186034	-	CCC79604.1			prophage P2a protein 32			lp_2425	180	59	
gene	tRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2186914	2186985	-							lp_tRNA62	72		
tRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2186914	2186985	-				tRNA-Trp			lp_tRNA62	72		
gene	tRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2187055	2187127	-							lp_tRNA63	73		
tRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2187055	2187127	-				tRNA-Asn			lp_tRNA63	73		
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2187249	2187710	-							lp_2426	462		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2187249	2187710	-	CCC79605.1			prophage P2a protein 31; phage transcription regulator, ArpU family			lp_2426	462	153	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2187789	2187989	-							lp_2427	201		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2187789	2187989	-	CCC79606.1			prophage P2a protein 30			lp_2427	201	66	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2188020	2188349	-							lp_2428	330		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2188020	2188349	-	CCC79607.1			prophage P2a protein 29			lp_2428	330	109	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2188383	2188514	-							lp_2429	132		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2188383	2188514	-	CCC79608.1			prophage P2a protein 28			lp_2429	132	43	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2188529	2188840	-							lp_2430	312		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2188529	2188840	-	CCC79609.1			prophage P2a protein 27			lp_2430	312	103	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2188913	2189389	-							lp_2431	477		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2188913	2189389	-	CCC79610.1			prophage P2a protein 26			lp_2431	477	158	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2189538	2189705	-							lp_2432	168		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2189538	2189705	-	CCC79611.1			prophage P2a protein 25			lp_2432	168	55	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2189698	2190078	-							lp_2433	381		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2189698	2190078	-	CCC79612.1			prophage P2a protein 24; endodeoxyribonuclease RusA-like			lp_2433	381	126	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2190075	2190593	-							lp_2434	519		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2190075	2190593	-	CCC79613.1			prophage P2a protein 23			lp_2434	519	172	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2190590	2191120	-							lp_2435	531		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2190590	2191120	-	CCC79614.1			prophage P2a protein 22			lp_2435	531	176	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2191117	2191404	-							lp_2436	288		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2191117	2191404	-	CCC79615.1			prophage P2a protein 21			lp_2436	288	95	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2191401	2192378	-							lp_2437	978		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2191401	2192378	-	CCC79616.1			prophage P2a protein 20, replication protein DnaD domain			lp_2437	978	325	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2192476	2193141	-							lp_2439	666		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2192476	2193141	-	CCC79617.1			prophage P2a protein 18			lp_2439	666	221	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2193144	2193806	-							lp_2440	663		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2193144	2193806	-	CCC79618.1			prophage P2a protein 17			lp_2440	663	220	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2193813	2194322	-							lp_2441	510		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2193813	2194322	-	CCC79619.1			prophage P2a protein 16			lp_2441	510	169	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2194315	2194446	-							lp_2442	132		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2194315	2194446	-	CCC79620.1			prophage P2a protein 15			lp_2442	132	43	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2194510	2194941	+							lp_2443	432		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2194510	2194941	+	CCC79621.1			prophage P2a protein 14			lp_2443	432	143	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2195190	2195702	-							lp_2444	513		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2195190	2195702	-	CCC79622.1			prophage P2a protein 13			lp_2444	513	170	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2195770	2196075	-							lp_2445	306		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2195770	2196075	-	CCC79623.1			prophage P2a protein 12			lp_2445	306	101	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2196117	2196257	-							lp_2446	141		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2196117	2196257	-	CCC79624.1			prophage P2a protein 11			lp_2446	141	46	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2196254	2196481	-							lp_2447	228		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2196254	2196481	-	CCC79625.1			prophage P2a protein 10, phage transcription regulator, Cro/CI family			lp_2447	228	75	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2196610	2196972	+							lp_2448	363		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2196610	2196972	+	CCC79626.1			prophage P2a protein 9, phage transcription regulator, Cro/CI family			lp_2448	363	120	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2196984	2197397	+							lp_2449	414		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2196984	2197397	+	CCC79627.1			prophage P2a protein 8			lp_2449	414	137	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2197424	2197759	+							lp_2450	336		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2197424	2197759	+	CCC79628.1			prophage P2a protein 7; extracellular protein with lipoprotein anchor			lp_2450	336	111	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2197885	2198946	+							lp_2451	1062		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2197885	2198946	+	CCC79629.1			prophage P2a protein 6; endonuclease			lp_2451	1062	353	
gene	tRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2198999	2199084	+							lp_tRNA64	86		
tRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2198999	2199084	+				tRNA-Ile			lp_tRNA64	86		
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2199110	2199286	+							lp_2452	177		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2199110	2199286	+	CCC79630.1			prophage P2a protein 5			lp_2452	177	58	
gene	tRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2199697	2199770	+							lp_tRNA65	74		
tRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2199697	2199770	+				tRNA-Met			lp_tRNA65	74		
gene	tRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2199776	2199846	+							lp_tRNA66	71		
tRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2199776	2199846	+				tRNA-Gly			lp_tRNA66	71		
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2199894	2201642	+							lp_2453	1749		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2199894	2201642	+	CCC79631.1			prophage P2a protein 4; AAA ATPase			lp_2453	1749	582	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2201696	2202610	+							lp_2454	915		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2201696	2202610	+	CCC79632.1			prophage P2a protein 3; DNA adenine methylase			lp_2454	915	304	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2202697	2203818	+							lp_2455	1122		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2202697	2203818	+	CCC79633.1			prophage P2a protein 2, integrase			lp_2455	1122	373	
gene	tRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2204047	2204119	-							lp_tRNA67	73		
tRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2204047	2204119	-				tRNA-Glu			lp_tRNA67	73		
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2204169	2204375	-							lp_2457	207		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2204169	2204375	-	CCC79634.1			prophage P2b protein 24			lp_2457	207	68	
gene	tRNA	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2204510	2204582	+							lp_tRNA68	73		
tRNA		GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2204510	2204582	+				tRNA-Gln			lp_tRNA68	73		
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2204795	2205100	-							lp_2460	306		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2204795	2205100	-	CCC79635.1			prophage P2b protein 21			lp_2460	306	101	
gene	protein_coding	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2205183	2205563	-							lp_2461	381		
CDS	with_protein	GCA_000203855.3	Primary Assembly	chromosome		AL935263.2	2205183	2205563	-	CCC79636.1			prophage P2b protein 20			lp_2461	381	126	
