# feature	class	assembly	assembly_unit	seq_type	chromosome	genomic_accession	start	end	strand	product_accession	non-redundant_refseq	related_accession	name	symbol	GeneID	locus_tag	feature_interval_length	product_length	attributes
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1820618	1822144	-					dltA		LP_RS08560	1527		old_locus_tag=lp_2019
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1820618	1822144	-	WP_003640707.1	WP_003640707.1		D-alanine--poly(phosphoribitol) ligase subunit DltA	dltA		LP_RS08560	1527	508	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1822187	1822336	-							LP_RS08565	150		old_locus_tag=lp_2020
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1822187	1822336	-	WP_003640708.1	WP_003640708.1		teichoic acid D-Ala incorporation-associated protein DltX			LP_RS08565	150	49	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1822368	1823543	-							LP_RS08570	1176		old_locus_tag=lp_2021
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1822368	1823543	-	WP_011101633.1	WP_011101633.1		serine hydrolase			LP_RS08570	1176	391	
gene	pseudogene	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1824052	1825229	+							LP_RS08575	1178		pseudo;old_locus_tag=lp_2023
CDS	without_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1824052	1825229	+				ISL3 family transposase			LP_RS08575	1178		pseudo
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1825334	1826476	-					dnaJ		LP_RS08580	1143		old_locus_tag=lp_2026
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1825334	1826476	-	WP_003640710.1	WP_003640710.1		molecular chaperone DnaJ	dnaJ		LP_RS08580	1143	380	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1826578	1828446	-					dnaK		LP_RS08585	1869		old_locus_tag=lp_2027
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1826578	1828446	-	WP_011101636.1	WP_011101636.1		molecular chaperone DnaK	dnaK		LP_RS08585	1869	622	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1828490	1829089	-					grpE		LP_RS08590	600		old_locus_tag=lp_2028
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1828490	1829089	-	WP_011101637.1	WP_011101637.1		nucleotide exchange factor GrpE	grpE		LP_RS08590	600	199	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1829110	1830153	-					hrcA		LP_RS08595	1044		old_locus_tag=lp_2029
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1829110	1830153	-	WP_003640713.1	WP_003640713.1		heat-inducible transcriptional repressor HrcA	hrcA		LP_RS08595	1044	347	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1830543	1831253	-					budA		LP_RS08600	711		old_locus_tag=lp_2030
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1830543	1831253	-	WP_011101638.1	WP_011101638.1		acetolactate decarboxylase	budA		LP_RS08600	711	236	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1831254	1832255	-					ribF		LP_RS08605	1002		old_locus_tag=lp_2031
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1831254	1832255	-	WP_011101639.1	WP_011101639.1		riboflavin biosynthesis protein RibF	ribF		LP_RS08605	1002	333	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1832268	1833191	-					truB		LP_RS08610	924		old_locus_tag=lp_2032
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1832268	1833191	-	WP_003640716.1	WP_003640716.1		tRNA pseudouridine(55) synthase TruB	truB		LP_RS08610	924	307	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1833676	1834197	-							LP_RS08615	522		old_locus_tag=lp_2033
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1833676	1834197	-	WP_003640717.1	WP_003640717.1		shikimate kinase			LP_RS08615	522	173	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1834200	1835297	-							LP_RS08620	1098		old_locus_tag=lp_2034
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1834200	1835297	-	WP_003644490.1	WP_003644490.1		prephenate dehydrogenase			LP_RS08620	1098	365	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1835300	1836598	-					aroA		LP_RS08625	1299		old_locus_tag=lp_2035
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1835300	1836598	-	WP_003644491.1	WP_003644491.1		3-phosphoshikimate 1-carboxyvinyltransferase	aroA		LP_RS08625	1299	432	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1836612	1837139	-							LP_RS08630	528		old_locus_tag=lp_2036
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1836612	1837139	-	WP_003644492.1	WP_003644492.1		amino acid biosynthesis protein			LP_RS08630	528	175	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1837148	1838317	-					aroC		LP_RS08635	1170		old_locus_tag=lp_2037
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1837148	1838317	-	WP_003644493.1	WP_003644493.1		chorismate synthase	aroC		LP_RS08635	1170	389	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1838310	1839764	-							LP_RS08640	1455		old_locus_tag=lp_2038
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1838310	1839764	-	WP_003644494.1	WP_003644494.1		MFS transporter			LP_RS08640	1455	484	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1840413	1840766	-					rbfA		LP_RS08645	354		old_locus_tag=lp_2039
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1840413	1840766	-	WP_011101640.1	WP_011101640.1		30S ribosome-binding factor RbfA	rbfA		LP_RS08645	354	117	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1840789	1843365	-					infB		LP_RS08650	2577		old_locus_tag=lp_2040
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1840789	1843365	-	WP_011101641.1	WP_011101641.1		translation initiation factor IF-2	infB		LP_RS08650	2577	858	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1843380	1843685	-							LP_RS08655	306		old_locus_tag=lp_2041
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1843380	1843685	-	WP_003640725.1	WP_003640725.1		ribosomal L7Ae/L30e/S12e/Gadd45 family protein			LP_RS08655	306	101	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1843675	1843974	-							LP_RS08660	300		old_locus_tag=lp_2042
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1843675	1843974	-	WP_003640726.1	WP_003640726.1		YlxR family protein			LP_RS08660	300	99	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1844019	1845236	-					nusA		LP_RS08665	1218		old_locus_tag=lp_2043
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1844019	1845236	-	WP_011101642.1	WP_011101642.1		transcription termination factor NusA	nusA		LP_RS08665	1218	405	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1845257	1845733	-					rimP		LP_RS08670	477		old_locus_tag=lp_2044
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1845257	1845733	-	WP_003640728.1	WP_003640728.1		ribosome maturation factor RimP	rimP		LP_RS08670	477	158	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1846029	1850342	-							LP_RS08675	4314		old_locus_tag=lp_2045
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1846029	1850342	-	WP_003640729.1	WP_003640729.1		DNA polymerase III subunit alpha			LP_RS08675	4314	1437	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1850836	1852545	-							LP_RS08680	1710		old_locus_tag=lp_2048
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1850836	1852545	-	WP_003640732.1	WP_003640732.1		proline--tRNA ligase			LP_RS08680	1710	569	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1852585	1853862	-					rseP		LP_RS08685	1278		old_locus_tag=lp_2049
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1852585	1853862	-	WP_003640733.1	WP_003640733.1		RIP metalloprotease RseP	rseP		LP_RS08685	1278	425	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1853900	1854685	-							LP_RS08690	786		old_locus_tag=lp_2050
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1853900	1854685	-	WP_003640734.1	WP_003640734.1		phosphatidate cytidylyltransferase			LP_RS08690	786	261	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1854701	1855480	-							LP_RS08695	780		old_locus_tag=lp_2051
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1854701	1855480	-	WP_003640735.1	WP_003640735.1		isoprenyl transferase			LP_RS08695	780	259	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1855600	1856163	-					frr		LP_RS08700	564		old_locus_tag=lp_2052
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1855600	1856163	-	WP_003640736.1	WP_003640736.1		ribosome recycling factor	frr		LP_RS08700	564	187	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1856165	1856887	-					pyrH		LP_RS08705	723		old_locus_tag=lp_2053
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1856165	1856887	-	WP_003640737.1	WP_003640737.1		UMP kinase	pyrH		LP_RS08705	723	240	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1857088	1857966	-					tsf		LP_RS08710	879		old_locus_tag=lp_2054
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1857088	1857966	-	WP_003644498.1	WP_003644498.1		translation elongation factor Ts	tsf		LP_RS08710	879	292	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1858069	1858872	-					rpsB		LP_RS08715	804		old_locus_tag=lp_2055
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1858069	1858872	-	WP_003640739.1	WP_003640739.1		30S ribosomal protein S2	rpsB		LP_RS08715	804	267	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1859097	1859819	+							LP_RS08720	723		old_locus_tag=lp_2056
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1859097	1859819	+	WP_003640740.1	WP_003640740.1		HAD family hydrolase			LP_RS08720	723	240	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1860108	1861106	-							LP_RS08725	999		old_locus_tag=lp_2057
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1860108	1861106	-	WP_003640741.1	WP_003640741.1		D-2-hydroxyacid dehydrogenase			LP_RS08725	999	332	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1861191	1861496	-							LP_RS08730	306		old_locus_tag=lp_2058
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1861191	1861496	-	WP_003640742.1	WP_003640742.1		GIY-YIG nuclease family protein			LP_RS08730	306	101	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1861480	1862238	-							LP_RS08735	759		old_locus_tag=lp_2059
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1861480	1862238	-	WP_003644499.1	WP_003644499.1		tRNA1(Val) (adenine(37)-N6)-methyltransferase			LP_RS08735	759	252	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1862350	1862985	+							LP_RS08740	636		old_locus_tag=lp_2060
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1862350	1862985	+	WP_003645630.1	WP_003645630.1		1-acyl-sn-glycerol-3-phosphate acyltransferase			LP_RS08740	636	211	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1863042	1863278	-							LP_RS08745	237		old_locus_tag=lp_2061
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1863042	1863278	-	WP_003640745.1	WP_003640745.1		YneF family protein			LP_RS08745	237	78	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1863376	1863615	-							LP_RS08750	240		old_locus_tag=lp_2062
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1863376	1863615	-	WP_003644501.1	WP_003644501.1		DUF896 domain-containing protein			LP_RS08750	240	79	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1863767	1864399	+					lexA		LP_RS08755	633		old_locus_tag=lp_2063
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1863767	1864399	+	WP_003640747.1	WP_003640747.1		transcriptional repressor LexA	lexA		LP_RS08755	633	210	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1864489	1864668	-							LP_RS08760	180		old_locus_tag=lp_2064
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1864489	1864668	-	WP_072534780.1	WP_072534780.1		DNA alkylation repair protein			LP_RS08760	180	59	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1865024	1865653	+							LP_RS08765	630		old_locus_tag=lp_2066
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1865024	1865653	+	WP_011101644.1	WP_011101644.1		hypothetical protein			LP_RS08765	630	209	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1865703	1866872	-							LP_RS08770	1170		old_locus_tag=lp_2067
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1865703	1866872	-	WP_011101645.1	WP_011101645.1		hydroxymethylglutaryl-CoA synthase			LP_RS08770	1170	389	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1866908	1867300	-							LP_RS08775	393		old_locus_tag=lp_2068
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1866908	1867300	-	WP_003640750.1	WP_003640750.1		hypothetical protein			LP_RS08775	393	130	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1867464	1867856	+							LP_RS08780	393		old_locus_tag=lp_2069
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1867464	1867856	+	WP_011101646.1	WP_011101646.1		hypothetical protein			LP_RS08780	393	130	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1868303	1869244	+							LP_RS08785	942		old_locus_tag=lp_2071
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1868303	1869244	+	WP_003645635.1	WP_003645635.1		glycosyltransferase family 2 protein			LP_RS08785	942	313	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1869944	1870516	-							LP_RS08790	573		old_locus_tag=lp_2074
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1869944	1870516	-	WP_003645636.1	WP_003645636.1		helix-turn-helix domain containing protein			LP_RS08790	573	190	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1870668	1871828	-							LP_RS08795	1161		old_locus_tag=lp_2075
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1870668	1871828	-	WP_033098963.1	WP_033098963.1		LCP family protein			LP_RS08795	1161	386	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1871833	1872624	-							LP_RS08800	792		old_locus_tag=lp_2076
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1871833	1872624	-	WP_003645638.1	WP_003645638.1		ABC transporter ATP-binding protein			LP_RS08800	792	263	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1872643	1874385	-							LP_RS08805	1743		old_locus_tag=lp_2077
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1872643	1874385	-	WP_003644507.1	WP_003644507.1		ABC transporter permease subunit			LP_RS08805	1743	580	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1874864	1876075	-							LP_RS08810	1212		old_locus_tag=lp_2078
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1874864	1876075	-	WP_011101647.1	WP_011101647.1		FtsW/RodA/SpoVE family cell cycle protein			LP_RS08810	1212	403	
gene	tRNA	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1876410	1876497	+							LP_RS08815	88		old_locus_tag=lp_tRNA40
tRNA		GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1876410	1876497	+				tRNA-Ser			LP_RS08815	88		anticodon=CGA
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1876941	1877147	-							LP_RS08820	207		old_locus_tag=lp_2081
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1876941	1877147	-	WP_003640763.1	WP_003640763.1		hypothetical protein			LP_RS08820	207	68	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1877322	1878083	-							LP_RS08825	762		old_locus_tag=lp_2082
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1877322	1878083	-	WP_011101648.1	WP_011101648.1		methyltransferase			LP_RS08825	762	253	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1878195	1878542	+							LP_RS08830	348		old_locus_tag=lp_2083
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1878195	1878542	+	WP_003640765.1	WP_003640765.1		heavy metal-binding domain-containing protein			LP_RS08830	348	115	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1878639	1879850	-							LP_RS08835	1212		old_locus_tag=lp_2084
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1878639	1879850	-	WP_003640766.1	WP_003640766.1		MFS transporter			LP_RS08835	1212	403	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1879966	1880550	+							LP_RS08840	585		old_locus_tag=lp_2085
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1879966	1880550	+	WP_003640767.1	WP_003640767.1		helix-turn-helix domain-containing protein			LP_RS08840	585	194	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1880693	1881211	-							LP_RS08845	519		old_locus_tag=lp_2086
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1880693	1881211	-	WP_003640768.1	WP_003640768.1		adenine phosphoribosyltransferase			LP_RS08845	519	172	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1881230	1883566	-					recJ		LP_RS08850	2337		old_locus_tag=lp_2087
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1881230	1883566	-	WP_011101649.1	WP_011101649.1		single-stranded-DNA-specific exonuclease RecJ	recJ		LP_RS08850	2337	778	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1883588	1883938	-							LP_RS08855	351		old_locus_tag=lp_2088
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1883588	1883938	-	WP_003644563.1	WP_003644563.1		LapA family protein			LP_RS08855	351	116	
gene	protein_coding	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1883951	1884742	-							LP_RS08860	792		old_locus_tag=lp_2089
CDS	with_protein	GCF_000203855.3	Primary Assembly	chromosome		NC_004567.2	1883951	1884742	-	WP_003640771.1	WP_003640771.1		SDR family NAD(P)-dependent oxidoreductase			LP_RS08860	792	263	
